,emir,bgdes,bgblng,bgrsi,bgema,bgsma,blngbnd,ema,sma,desindic,downBand,upBand,sigma,bho20,rsi,uho21,uho5,bho21,bho5,Date,Close
28,kuvvetli al,"[0.6787689348401068, 0, 0]","[0.48910280409111306, 0.5108971959088869, 0]","[0, 0.42491582491582447, 0.43771043771043877]","[0.7366867446446583, 0, 0]","[0.7366867446446583, 0, 0]",25.544859795444346,-0.03789709285250797,-0.03789709285250797,16.06155325799466,4.363017908979351,4.814702091020648,0.10754385286697554,4.58886,54.37710437710439,4.574203548613824,4.536306455761316,4.580419047619047,4.62856,2005-04-11,4.4784
29,kuvvetli al,"[0.820629959124789, 0, 0]","[0.6590772844266233, 0.34092271557337667, 0]","[0, 0.7447347071231545, 0]","[0.6799501565891792, 0, 0]","[0.6799501565891792, 0, 0]",17.046135778668834,-0.03497841437579652,-0.03497841437579652,8.968502043760552,4.3749636203038405,4.80870637969616,0.1032720855695998,4.591835,46.38163232192114,4.522544772400488,4.487566358024691,4.585376190476191,4.58996,2005-04-12,4.4489
30,kuvvetli al,"[0.820629959124789, 0, 0]","[0.6678434577717934, 0.3321565422282066, 0]","[0, 0.799228285691787, 0]","[0.5438969565972963, 0, 0]","[0.5438969565972963, 0, 0]",16.60782711141033,-0.027979481938834816,-0.027979481938834816,8.968502043760552,4.376338117174844,4.813251882825156,0.1040270870595984,4.594795,45.019292857705324,4.482834355910028,4.454854873971193,4.586433333333333,4.58104,2005-04-13,4.4489
31,al,"[0.7855253666746813, 0, 0]","[0.589785489297329, 0.41021451070267095, 0]","[0, 0.7883862790144974, 0]","[0.29447489612702676, 0.41105020774594647, 0]","[0.29447489612702676, 0.41105020774594647, 0]",20.51072553513355,-0.015148558817413615,-0.015148558817413615,10.72373166626593,4.369098563787151,4.793761436212846,0.10111020772040358,4.581429999999999,45.290343024637565,4.464536418899718,4.449387860082305,4.5878476190476185,4.5572599999999985,2005-04-14,4.4562
32,kuvvetli al,"[1.0, 0, 0]","[0.0, 0, 0]","[0, 0.7444336254462829, 0]","[0.1063967196720636, 0.7872065606558728, 0]","[0.1063967196720636, 0.7872065606558728, 0]",-1.1156429550779543,-0.005473325526658357,-0.005473325526658357,0.0,4.349746214337228,4.784133785662771,0.10342561222036784,4.566939999999999,46.38915936384293,4.4600412910616365,4.454567965534978,4.575119047619047,4.5053,2005-04-15,4.3449
33,kuvvetli al,"[1.0, 0, 0]","[0.9065427244126727, 0.09345727558732735, 0]","[0, 0.6500126294518813, 0]","[0.685448084007934, 0, 0]","[0.685448084007934, 0, 0]",4.672863779366367,-0.03526124214132853,-0.03526124214132853,0.0,4.322813576290846,4.795466423709152,0.11253639224245364,4.559139999999998,48.74968426370297,4.397955300783304,4.362694058641975,4.5616666666666665,4.46962,2005-04-18,4.3449
34,kuvvetli al,"[0.8458350600911713, 0, 0]","[0.667723953753825, 0.33227604624617496, 0]","[0, 0.7539933046389282, 0]","[0.4269089359959584, 0.1461821280080832, 0]","[0.4269089359959584, 0.1461821280080832, 0]",16.61380231230875,-0.02196131219220998,-0.02196131219220998,7.708246995441433,4.297145482049518,4.8084945179504786,0.12174977045260975,4.552819999999999,46.150167384026794,4.3693470503609335,4.3473857381687235,4.5489380952380944,4.43546,2005-04-19,4.3821
35,al,"[0.5076668048072925, 0, 0]","[0.30181628265530647, 0.6981837173446935, 0]","[0, 0.8896423594983744, 0]","[0.007505994587006874, 0.9849880108259863, 0]","[0.007505994587006874, 0.9849880108259863, 0]",34.909185867234676,-0.00038612799250437035,-0.00038612799250437035,24.616659759635372,4.27901978134569,4.808050218654309,0.1259596279306233,4.5435349999999985,37.24105898745936,4.3762236408525865,4.375837512860082,4.542919047619047,4.408759999999999,2005-04-20,4.4637
36,al,"[0.2619146290924168, 0.47617074181516644, 0]","[0.03560857182132508, 0.964391428178675, 0]","[0.4586001324795689, 0.41655994700817245, 0]","[0, 0.8994795192003411, 0.050260240399829466]","[0, 0.8994795192003411, 0.050260240399829466]",48.21957140893375,0.025187209425586943,0.025187209425586943,36.90426854537916,4.268554033641076,4.796235966358923,0.12563855540901112,4.532394999999998,25.41399867520431,4.423392265883055,4.448579475308642,4.535847619047618,4.3954,2005-04-21,4.523
37,al,"[0.07625362619146188, 0.8474927476170763, 0]","[0, 0.8385390148788331, 0.16146098512116694]","[0, 0.8358738199401341, 0]","[0, 0.6460918370233327, 0.17695408148833364]","[0, 0.6460918370233327, 0.17695408148833364]",58.07304925605835,0.03301670146855695,0.03301670146855695,46.187318690426906,4.262330287325093,4.788339712674907,0.12524033936900347,4.525335,35.89684549850335,4.477102318593172,4.510119020061729,4.529123809523808,4.39836,2005-04-22,4.5678
38,al,"[0.5076668048072925, 0, 0]","[0.22517806785025202, 0.774821932149748, 0]","[0, 0.6, 0.0]","[0, 0.38226120936433866, 0.3088693953178307]","[0, 0.38226120936433866, 0.3088693953178307]",38.7410966074874,0.03171294079711906,0.03171294079711906,24.616659759635372,4.259325972372059,4.78686402762794,0.12560429887044808,4.523095,50.0,4.526007931116461,4.55772087191358,4.525223809523808,4.41172,2005-04-25,4.4637
39,al,"[0.8458350600911713, 0, 0]","[0.538248369980224, 0.4617516300197761, 0]","[0, 0.6, 0.0]","[0.2625450376749741, 0.4749099246500517, 0]","[0.2625450376749741, 0.4749099246500517, 0]",23.087581500988804,-0.013506003390264532,-0.013506003390264532,7.708246995441433,4.259860912190157,4.789319087809843,0.12606147038563956,4.52459,50.0,4.492410517279153,4.478904513888889,4.525223809523808,4.4563000000000015,2005-04-26,4.3821
40,al,"[0.7840861997513457, 0, 0]","[0.4677391377642839, 0.5322608622357161, 0]","[0, 0.705358661752197, 0]","[0.6835750506862085, 0, 0]","[0.6835750506862085, 0, 0]",26.613043111785807,-0.035164888408584886,-0.035164888408584886,10.795690012432717,4.253072865363901,4.7938871346360985,0.12876530220766608,4.52348,32.633966543804924,4.432929356001178,4.3977644675925935,4.521690476190477,4.48006,2005-04-27,4.397
41,al,"[1.0, 0, 0]","[0.7825928715789854, 0.21740712842101462, 0]","[0, 0.6916257539626883, 0]","[0.3286503839721529, 0.34269923205569425, 0]","[0.3286503839721529, 0.34269923205569425, 0]",10.870356421050731,-0.01690663529369285,-0.01690663529369285,0.0,4.248836173517232,4.792183826482769,0.12936848880131835,4.52051,32.29064384906721,4.413555683647601,4.3966490483539085,4.516747619047619,4.48006,2005-04-28,4.3079
42,kuvvetli al,"[1.0, 0, 0]","[0.0, 0, 0]","[0, 0.9898833962883882, 0]","[0.668272623979629, 0, 0]","[0.668272623979629, 0, 0]",-70.39287850724911,-0.03437769155729953,-0.03437769155729953,0.0,4.271458950556239,4.747301049443763,0.11329573783036287,4.509380000000001,40.252915092790296,4.356584481680756,4.322206790123457,4.514628571428572,4.4667200000000005,2005-04-29,3.9365
43,kuvvetli al,"[0.783164983164983, 0, 0]","[0.7339878007532574, 0, 0]","[0, 0.8838807325563803, 0]","[1.0, 0, 0]","[1.0, 0, 0]",-18.725364423022093,-0.1297733936103409,-0.1297733936103409,10.841750841750851,4.1557916971699935,4.811008302830008,0.15600395372857495,4.4834000000000005,37.09701831390951,4.130068339597996,4.000294945987655,4.499785714285714,4.4237,2005-05-02,4.0331
44,kuvvetli al,"[0.7667789001122336, 0, 0]","[0.9492843067830761, 0, 0]","[0.5553560742070627, 0.37785757031717493, 0]","[0.3901212746301295, 0.21975745073974093, 0]","[0.3901212746301295, 0.21975745073974093, 0]",-3.570023631029842,-0.0506273617283437,-0.0506273617283437,11.661054994388321,4.067349434745366,4.822230565254633,0.17973360250220616,4.4447899999999985,24.446439257929374,4.077781489814763,4.027154128086419,4.457357142857143,4.29744,2005-05-03,4.0404
45,al,"[0.7001122334455667, 0, 0]","[0.8552012302038011, 0.1447987697961989, 0]","[0, 0.6434497816593887, 0]","[0.1533601530416696, 0.6932796939166608, 0]","[0.1533601530416696, 0.6932796939166608, 0]",7.239938489809946,-0.01990206750481871,-0.01990206750481871,14.994388327721662,4.010806580629338,4.829783419370664,0.19499448541460154,4.420295000000001,31.086244541484717,4.057624804130332,4.037722736625513,4.425185714285714,4.21132,2005-05-04,4.0701
46,al,"[0.8332210998877673, 0, 0]","[0.9452260274312164, 0.05477397256878367, 0]","[0, 0.6434497816593887, 0]","[0.0009173748240286631, 0.9981652503519427, 0]","[0.0009173748240286631, 0.9981652503519427, 0]",2.738698628439184,-0.00011905084412688892,-0.00011905084412688892,8.338945005611631,3.9885986665290565,4.799251333470947,0.19301253974806915,4.393925000000001,31.086244541484717,4.064351625432604,4.064232574588477,4.402204761904763,4.1429800000000006,2005-05-05,4.0108
47,al,"[1.0, 0, 0]","[0.6990423347530198, 0, 0]","[0, 0.8599056603773585, 0]","[0.12507946091401956, 0.7498410781719609, 0]","[0.12507946091401956, 0.7498410781719609, 0]",-21.185276365556017,-0.01623198611376431,-0.01623198611376431,0.0,3.948289364458636,4.775700635541365,0.19700268359112588,4.361994999999999,36.49764150943396,4.035475748973846,4.019243762860082,4.378504761904763,4.0776,2005-05-06,3.773
48,kuvvetli al,"[0.7887150308202945, 0, 0]","[0.9327780702216901, 0.06722192977830982, 0]","[0, 0.7795152753273277, 0]","[0.6189708288095133, 0, 0]","[0.6189708288095133, 0, 0]",3.361096488915491,-0.0803259450004159,-0.0803259450004159,10.56424845898528,3.852229211984417,4.809380788015583,0.2278932323883732,4.330805000000002,34.48788188318319,3.8939447078604976,3.8136187628600817,4.3452714285714285,4.01818,2005-05-09,3.8844
49,al,"[0.9017543859649122, 0, 0]","[0.9268713173796891, 0.07312868262031093, 0]","[0.38395303326810365, 0.44641878669275853, 0]","[0.12812442292530418, 0.7437511541493916, 0]","[0.12812442292530418, 0.7437511541493916, 0]",3.6564341310155455,-0.016627141167383286,-0.016627141167383286,4.912280701754393,3.787806897745937,4.799533102254063,0.2408871915495541,4.2936700000000005,26.160469667318964,3.8887980516612095,3.8721709104938262,4.3042428571428575,3.9854800000000004,2005-05-10,3.8248
50,al,"[0.9855855855855854, 0, 0]","[0.9003854291509014, 0.09961457084909872, 0]","[0.215635278818943, 0.5137458884724228, 0]","[0.16973545134251397, 0.6605290973149721, 0]","[0.16973545134251397, 0.6605290973149721, 0]",4.980728542454936,-0.02202714553670093,-0.02202714553670093,0.7207207207207259,3.727122129798639,4.80081787020136,0.25564184295302883,4.26397,27.84364721181057,3.85428929831448,3.8322621527777776,4.274180952380951,3.95574,2005-05-11,3.7806
51,kuvvetli al,"[0.8452347083926033, 0, 0]","[0.6688897463778741, 0.3311102536221259, 0]","[0.6697766901193016, 0.3320893239522793, 0]","[0.19865933286315204, 0.602681334273696, 0]","[0.19865933286315204, 0.602681334273696, 0]",16.555512681106297,-0.02578069579801756,-0.02578069579801756,7.738264580369838,3.667402767961293,4.798127232038707,0.2692201104946227,4.2327650000000006,23.302233098806983,3.8145548727527503,3.7887741769547327,4.243057142857142,3.91262,2005-05-12,3.8546
52,kuvvetli al,"[0.9017543859649122, 0, 0]","[0.6542838476878456, 0.3457161523121543, 0]","[1, 0.19540933435348037, 0]","[0, 0.83629430761257, 0.08185284619371504]","[0, 0.83629430761257, 0.08185284619371504]",17.285807615607716,0.0070513691515703405,0.0070513691515703405,4.912280701754393,3.6268920349690568,4.771807965030943,0.2725990309671157,4.19935,19.88523335883701,3.8361478335233263,3.8431992026748967,4.211233333333333,3.85472,2005-05-13,3.8248
53,al,"[0.9017543859649122, 0, 0]","[0.5865064369673609, 0.4134935630326391, 0]","[0.3850732242148986, 0.44597071031404056, 0]","[0.019778417230878052, 0.9604431655382439, 0]","[0.019778417230878052, 0.9604431655382439, 0]",20.674678151631955,-0.0025667123242922862,-0.0025667123242922862,4.912280701754393,3.5819448177204243,4.756595182279575,0.2796786582283694,4.16927,26.14926775785101,3.830028903682317,3.8274621913580247,4.182933333333334,3.8234800000000004,2005-05-16,3.8248
54,al,"[0.9017543859649122, 0, 0]","[0.5338122260970447, 0.4661877739029553, 0]","[0.274508203411969, 0.4901967186352124, 0]","[0.018354911072694487, 0.963290177854611, 0]","[0.018354911072694487, 0.963290177854611, 0]",23.309388695147767,-0.0023819790993195858,-0.0023819790993195858,4.912280701754393,3.546678814013873,4.739851185986128,0.28408865999339383,4.143265,27.25491796588031,3.827209396794793,3.8248274176954733,4.152866666666666,3.8338400000000004,2005-05-17,3.8248
55,al,"[0.9294452347083927, 0, 0]","[0.5147180385792218, 0.4852819614207782, 0]","[0.3640720542059192, 0.4543711783176323, 0]","[0.011678328511664539, 0.9766433429766709, 0]","[0.011678328511664539, 0.9766433429766709, 0]",24.26409807103891,-0.0015155363226551088,-0.0015155363226551088,3.527738264580362,3.520700375146792,4.7138196248532065,0.2840760118348609,4.11726,26.359279457940808,3.825910212248581,3.8243946759259257,4.1281,3.8219199999999995,2005-05-18,3.8102
56,al,"[0.8576466816287277, 0, 0]","[0.4306164876033873, 0.5693835123966128, 0]","[0.15458032289715717, 0.5381678708411372, 0]","[0.04067395322425484, 0.9186520935514904, 0]","[0.04067395322425484, 0.9186520935514904, 0]",28.46917561983064,-0.005278396941459818,-0.005278396941459818,7.117665918563616,3.5093080614105285,4.669481938589471,0.276231875518796,4.089395,28.45419677102843,3.8174390193694436,3.812160622427984,4.1033333333333335,3.8219199999999995,2005-05-19,3.8396
57,al,"[0.7618894944960999, 0, 0]","[0.31913363350748397, 0.680866366492516, 0]","[0, 0.9304984953552276, 0]","[0, 0.878692901687389, 0.06065354915630548]","[0, 0.878692901687389, 0.06065354915630548]",34.0433183246258,0.005225115378906242,0.005225115378906242,11.905525275195007,3.5167581097219616,4.596681890278037,0.25712470965620843,4.0567199999999985,41.73753761611931,3.8293885677486657,3.834613683127572,4.0760999999999985,3.827840000000001,2005-05-20,3.8844
58,al,"[0.6186812012397139, 0, 0]","[0.15115587821370652, 0.8488441217862934, 0]","[0, 0.8448429206713507, 0]","[0, 0, 0.5040113381438429]","[0, 0, 0.5040113381438429]",42.44220608931467,0.016640791888263173,0.016640791888263173,19.065939938014303,3.5518438598166413,4.493256140183358,0.22414578103969468,4.02255,36.12107301678377,3.859051594943012,3.8756923868312754,4.046380952380952,3.824840000000001,2005-05-23,3.9514
59,al,"[0.7458587154002351, 0, 0]","[0.23651852577932772, 0.7634814742206723, 0]","[0, 0.9752790634358826, 0]","[0, 0, 0.8942403667379676]","[0, 0, 0.8942403667379676]",38.174073711033614,0.029524867229720364,0.029524867229720364,12.707064229988244,3.580462693386916,4.396297306613088,0.19424633648242148,3.98838,39.38197658589706,3.908847303552173,3.9383721707818933,4.0159714285714285,3.83676,2005-05-24,3.8919
