,Date,Close
5474,2017-01-04,83.586
5475,2017-01-05,82.619
5476,2017-01-06,83.726
5477,2017-01-09,84.397
5478,2017-01-10,83.755
5479,2017-01-11,80.49600000000001
5480,2017-01-12,82.79700000000001
5481,2017-01-13,83.546
5482,2017-01-17,84.9
5483,2017-01-18,84.427
5484,2017-01-19,84.387
5485,2017-01-20,82.68799999999999
5486,2017-01-23,83.803
5487,2017-01-24,83.339
5488,2017-01-25,84.741
5489,2017-01-26,82.333
5490,2017-01-27,81.385
5491,2017-01-30,82.56
5492,2017-01-31,86.17399999999999
5493,2017-02-01,87.48700000000001
5494,2017-02-02,86.934
5495,2017-02-03,88.149
5496,2017-02-06,88.84
5497,2017-02-07,89.184
5498,2017-02-08,89.915
5499,2017-02-09,90.488
5500,2017-02-10,90.014
5501,2017-02-13,89.333
5502,2017-02-14,89.66799999999999
5503,2017-02-15,90.024
5504,2017-02-16,89.53299999999999
5505,2017-02-17,89.969
5506,2017-02-21,90.21700000000001
5507,2017-02-22,90.545
5508,2017-02-23,90.81200000000001
5509,2017-02-24,91.35700000000001
5510,2017-02-27,90.931
5511,2017-02-28,90.713
5512,2017-03-01,91.427
5513,2017-03-02,91.139
5514,2017-03-03,91.427
5515,2017-03-06,89.206
5516,2017-03-07,87.71
5517,2017-03-08,88.304
5518,2017-03-09,87.838
5519,2017-03-10,87.54
5520,2017-03-13,88.36399999999999
5521,2017-03-14,88.036
5522,2017-03-15,88.7
5523,2017-03-16,87.234
5524,2017-03-17,86.76799999999999
5525,2017-03-20,86.15299999999999
5526,2017-03-21,85.162
5527,2017-03-22,85.132
5528,2017-03-23,85.241
5529,2017-03-24,85.806
5530,2017-03-27,86.71799999999999
5531,2017-03-28,86.738
5532,2017-03-29,88.73
5533,2017-03-30,88.36399999999999
5534,2017-03-31,87.73
5535,2017-04-03,86.57
5536,2017-04-04,86.17299999999999
5537,2017-04-05,86.42
5538,2017-04-06,86.876
5539,2017-04-07,86.85700000000001
5540,2017-04-10,87.67
5541,2017-04-11,87.104
5542,2017-04-12,86.064
5543,2017-04-13,85.915
5544,2017-04-17,85.885
5545,2017-04-18,81.84100000000001
5546,2017-04-19,81.137
5547,2017-04-20,81.653
5548,2017-04-21,80.55199999999999
5549,2017-04-24,80.235
5550,2017-04-25,80.78
5551,2017-04-26,80.542
5552,2017-04-27,81.405
5553,2017-04-28,81.335
5554,2017-05-01,81.77199999999999
5555,2017-05-02,81.94
5556,2017-05-03,81.95
5557,2017-05-04,85.77600000000001
5558,2017-05-05,85.14200000000001
5559,2017-05-08,85.836
5560,2017-05-09,86.77799999999999
5561,2017-05-10,87.37200000000001
5562,2017-05-11,88.086
5563,2017-05-12,87.977
5564,2017-05-15,89.137
5565,2017-05-16,88.344
5566,2017-05-17,85.529
5567,2017-05-18,86.3
5568,2017-05-19,88.759
5569,2017-05-22,89.07700000000001
5570,2017-05-23,88.789
5571,2017-05-24,89.565
5572,2017-05-25,90.7
5573,2017-05-26,90.59100000000001
5574,2017-05-30,90.62100000000001
5575,2017-05-31,91.35700000000001
5576,2017-06-01,92.721
5577,2017-06-02,93.15899999999999
5578,2017-06-05,92.9
5579,2017-06-06,91.27799999999999
5580,2017-06-07,91.516
5581,2017-06-08,91.15799999999999
5582,2017-06-09,91.686
5583,2017-06-12,91.945
5584,2017-06-13,92.58200000000001
5585,2017-06-14,93.478
5586,2017-06-15,94.005
5587,2017-06-16,92.11399999999999
5588,2017-06-19,93.32799999999999
5589,2017-06-20,92.831
5590,2017-06-21,95.19
5591,2017-06-22,95.936
5592,2017-06-23,95.389
5593,2017-06-26,95.55799999999999
5594,2017-06-27,95.1
5595,2017-06-28,95.946
5596,2017-06-29,95.329
5597,2017-06-30,94.105
5598,2017-07-03,94.274
5599,2017-07-05,94.792
5600,2017-07-06,92.094
5601,2017-07-07,93.488
5602,2017-07-10,92.074
5603,2017-07-11,91.765
5604,2017-07-12,92.791
5605,2017-07-13,92.44200000000001
5606,2017-07-14,92.542
5607,2017-07-17,92.29299999999999
5608,2017-07-18,90.959
5609,2017-07-19,90.76
5610,2017-07-20,91.536
5611,2017-07-21,91.208
5612,2017-07-24,92.711
5613,2017-07-25,94.22399999999999
5614,2017-07-26,93.786
5615,2017-07-27,92.363
5616,2017-07-28,93.54700000000001
5617,2017-07-31,93.398
5618,2017-08-01,92.56200000000001
5619,2017-08-02,90.859
5620,2017-08-03,81.342
5621,2017-08-04,80.46600000000001
5622,2017-08-07,80.218
5623,2017-08-08,79.969
5624,2017-08-09,79.441
5625,2017-08-10,78.525
5626,2017-08-11,79.66
5627,2017-08-14,79.72
5628,2017-08-15,79.64
5629,2017-08-16,79.67
5630,2017-08-17,79.94
5631,2017-08-18,78.6
5632,2017-08-21,78.04
5633,2017-08-22,79.23
5634,2017-08-23,78.14
5635,2017-08-24,78.4
5636,2017-08-25,78.1
5637,2017-08-28,78.66
5638,2017-08-29,78.56
5639,2017-08-30,78.33
5640,2017-08-31,80.25
5641,2017-09-01,80.24
5642,2017-09-05,79.69
5643,2017-09-06,80.72
5644,2017-09-07,82.56
5645,2017-09-08,82.5
5646,2017-09-11,84.39
5647,2017-09-12,83.9
5648,2017-09-13,84.32
5649,2017-09-14,80.69
5650,2017-09-15,81.6
5651,2017-09-18,80.67
5652,2017-09-19,79.28
5653,2017-09-20,79.5
5654,2017-09-21,80.38
5655,2017-09-22,81.05
5656,2017-09-25,80.98
5657,2017-09-26,82.0
5658,2017-09-27,82.43
5659,2017-09-28,80.99
5660,2017-09-29,82.75
5661,2017-10-02,83.3
5662,2017-10-03,82.88
5663,2017-10-04,82.74
5664,2017-10-05,84.12
5665,2017-10-06,80.48
5666,2017-10-09,78.35
5667,2017-10-10,79.55
5668,2017-10-11,80.32
5669,2017-10-12,80.8
5670,2017-10-13,79.44
5671,2017-10-16,79.0
5672,2017-10-17,79.95
5673,2017-10-18,80.49
5674,2017-10-19,82.2
5675,2017-10-20,83.21
5676,2017-10-23,82.53
5677,2017-10-24,81.85
5678,2017-10-25,82.22
5679,2017-10-26,78.77
5680,2017-10-27,76.38
5681,2017-10-30,76.93
5682,2017-10-31,76.95
5683,2017-11-01,76.62
5684,2017-11-02,73.23
5685,2017-11-03,74.8
5686,2017-11-06,74.86
5687,2017-11-07,74.91
5688,2017-11-08,75.01
5689,2017-11-09,75.27
5690,2017-11-10,75.0
