,Date,Close
4969,2015-01-02,86.79299999999999
4970,2015-01-05,86.055
4971,2015-01-06,86.524
4972,2015-01-07,88.249
4973,2015-01-08,88.45200000000001
4974,2015-01-09,89.23100000000001
4975,2015-01-12,87.244
4976,2015-01-13,87.926
4977,2015-01-14,88.368
4978,2015-01-15,87.695
4979,2015-01-16,88.67299999999999
4980,2015-01-20,88.69200000000001
4981,2015-01-21,89.02
4982,2015-01-22,90.333
4983,2015-01-23,90.88799999999999
4984,2015-01-26,91.964
4985,2015-01-27,92.03200000000001
4986,2015-01-28,92.463
4987,2015-01-29,92.434
4988,2015-01-30,91.197
4989,2015-02-02,91.292
4990,2015-02-03,91.76299999999999
4991,2015-02-04,91.98200000000001
4992,2015-02-05,92.434
4993,2015-02-06,93.10700000000001
4994,2015-02-09,91.685
4995,2015-02-10,92.98
4996,2015-02-11,94.73700000000001
4997,2015-02-12,96.06700000000001
4998,2015-02-13,96.559
4999,2015-02-17,96.79799999999999
5000,2015-02-18,96.854
5001,2015-02-19,97.193
5002,2015-02-20,98.13799999999999
5003,2015-02-23,98.881
5004,2015-02-24,99.08200000000001
5005,2015-02-25,99.391
5006,2015-02-26,99.09200000000001
5007,2015-02-27,98.881
5008,2015-03-02,99.212
5009,2015-03-03,99.152
5010,2015-03-04,99.58
5011,2015-03-05,99.73
5012,2015-03-06,98.416
5013,2015-03-09,99.441
5014,2015-03-10,99.039
5015,2015-03-11,99.92
5016,2015-03-12,101.54
5017,2015-03-13,102.15
5018,2015-03-16,105.98
5019,2015-03-17,106.2
5020,2015-03-18,107.48
5021,2015-03-19,108.13
5022,2015-03-20,109.18
5023,2015-03-23,109.35
5024,2015-03-24,109.58
5025,2015-03-25,107.91
5026,2015-03-26,107.86
5027,2015-03-27,108.92
5028,2015-03-30,109.21
5029,2015-03-31,109.37
5030,2015-04-01,107.8
5031,2015-04-02,108.15
5032,2015-04-06,108.3
5033,2015-04-07,108.44
5034,2015-04-08,108.96
5035,2015-04-09,109.22
5036,2015-04-10,111.01
5037,2015-04-13,109.68
5038,2015-04-14,109.69
5039,2015-04-15,109.34
5040,2015-04-16,109.53
5041,2015-04-17,108.37
5042,2015-04-20,108.92
5043,2015-04-21,109.58
5044,2015-04-22,109.51
5045,2015-04-23,110.87
5046,2015-04-24,111.14
5047,2015-04-27,109.79
5048,2015-04-28,109.65
5049,2015-04-29,108.2
5050,2015-04-30,109.98
5051,2015-05-01,110.29
5052,2015-05-04,110.92
5053,2015-05-05,110.38
5054,2015-05-06,109.75
5055,2015-05-07,109.75
5056,2015-05-08,110.96
5057,2015-05-11,110.58
5058,2015-05-12,110.72
5059,2015-05-13,109.98
5060,2015-05-14,110.62
5061,2015-05-15,110.15
5062,2015-05-18,109.32
5063,2015-05-19,111.06
5064,2015-05-20,110.67
5065,2015-05-21,109.91
5066,2015-05-22,109.77
5067,2015-05-26,109.01
5068,2015-05-27,109.57
5069,2015-05-28,109.11
5070,2015-05-29,108.61
5071,2015-06-01,109.27
5072,2015-06-02,108.53
5073,2015-06-03,108.43
5074,2015-06-04,107.55
5075,2015-06-05,107.56
5076,2015-06-08,106.33
5077,2015-06-09,105.26
5078,2015-06-10,104.91
5079,2015-06-11,106.52
5080,2015-06-12,106.27
5081,2015-06-15,106.72
5082,2015-06-16,107.26
5083,2015-06-17,107.57
5084,2015-06-18,107.97
5085,2015-06-19,107.53
5086,2015-06-22,107.84
5087,2015-06-23,107.86
5088,2015-06-24,105.74
5089,2015-06-25,103.81
5090,2015-06-26,104.04
5091,2015-06-29,102.36
5092,2015-06-30,102.58
5093,2015-07-01,103.91
5094,2015-07-02,103.32
5095,2015-07-06,104.23
5096,2015-07-07,104.81
5097,2015-07-08,104.03
5098,2015-07-09,105.02
5099,2015-07-10,105.6
5100,2015-07-13,106.19
5101,2015-07-14,106.51
5102,2015-07-15,106.62
5103,2015-07-16,107.93
5104,2015-07-17,109.21
5105,2015-07-20,110.72
5106,2015-07-21,110.07
5107,2015-07-22,110.91
5108,2015-07-23,106.24
5109,2015-07-24,104.89
5110,2015-07-27,103.59
5111,2015-07-28,104.2
5112,2015-07-29,103.98
5113,2015-07-30,100.79
5114,2015-07-31,102.03
5115,2015-08-03,102.09
5116,2015-08-04,102.45
5117,2015-08-05,103.47
5118,2015-08-06,101.06
5119,2015-08-07,100.69
5120,2015-08-10,100.96
5121,2015-08-11,100.83
5122,2015-08-12,100.7
5123,2015-08-13,100.5
5124,2015-08-14,100.56
5125,2015-08-17,101.2
5126,2015-08-18,101.53
5127,2015-08-19,102.68
5128,2015-08-20,100.0
5129,2015-08-21,98.49600000000001
5130,2015-08-24,95.319
5131,2015-08-25,94.23700000000001
5132,2015-08-26,97.33
5133,2015-08-27,97.86200000000001
5134,2015-08-28,97.586
5135,2015-08-31,96.77799999999999
5136,2015-09-01,96.036
5137,2015-09-02,97.009
5138,2015-09-03,96.738
5139,2015-09-04,95.764
5140,2015-09-08,97.76299999999999
5141,2015-09-09,97.469
5142,2015-09-10,98.70299999999999
5143,2015-09-11,100.94
5144,2015-09-14,101.2
5145,2015-09-15,102.12
5146,2015-09-16,102.83
5147,2015-09-17,103.3
5148,2015-09-18,102.64
5149,2015-09-21,101.86
5150,2015-09-22,99.9
5151,2015-09-23,99.471
5152,2015-09-24,98.65299999999999
5153,2015-09-25,96.587
5154,2015-09-28,93.057
5155,2015-09-29,91.95299999999999
5156,2015-09-30,91.89399999999999
5157,2015-10-01,91.431
5158,2015-10-02,91.818
5159,2015-10-05,91.89399999999999
5160,2015-10-06,89.999
5161,2015-10-07,89.912
5162,2015-10-08,90.493
5163,2015-10-09,89.815
5164,2015-10-12,90.666
5165,2015-10-13,91.081
5166,2015-10-14,89.999
5167,2015-10-15,91.006
5168,2015-10-16,91.963
5169,2015-10-19,91.70200000000001
5170,2015-10-20,90.145
5171,2015-10-21,89.69
5172,2015-10-22,89.77600000000001
5173,2015-10-23,90.09700000000001
5174,2015-10-26,90.57799999999999
5175,2015-10-27,94.36200000000001
5176,2015-10-28,94.324
5177,2015-10-29,93.665
5178,2015-10-30,93.365
5179,2015-11-02,94.641
5180,2015-11-03,94.488
5181,2015-11-04,94.296
5182,2015-11-05,94.7
5183,2015-11-06,94.429
5184,2015-11-09,94.227
5185,2015-11-10,95.65
5186,2015-11-11,95.04
5187,2015-11-12,94.079
5188,2015-11-13,93.76799999999999
5189,2015-11-16,94.456
5190,2015-11-17,96.273
5191,2015-11-18,97.37799999999999
5192,2015-11-19,96.292
5193,2015-11-20,96.20299999999999
5194,2015-11-23,95.845
5195,2015-11-24,95.62200000000001
5196,2015-11-25,96.04
5197,2015-11-27,96.09700000000001
5198,2015-11-30,95.757
5199,2015-12-01,96.59299999999999
5200,2015-12-02,95.961
5201,2015-12-03,95.825
5202,2015-12-04,96.969
5203,2015-12-07,97.056
5204,2015-12-08,97.538
5205,2015-12-09,97.73299999999999
5206,2015-12-10,98.961
5207,2015-12-11,99.09200000000001
5208,2015-12-14,99.54
5209,2015-12-15,98.713
5210,2015-12-16,98.62299999999999
5211,2015-12-17,99.351
5212,2015-12-18,98.891
5213,2015-12-21,99.89
5214,2015-12-22,100.15
5215,2015-12-23,100.9
5216,2015-12-24,100.91
5217,2015-12-28,101.15
5218,2015-12-29,101.71
5219,2015-12-30,101.95
5220,2015-12-31,100.69
5221,2016-01-04,98.881
5222,2016-01-05,100.34
5223,2016-01-06,98.792
5224,2016-01-07,95.652
5225,2016-01-08,95.09700000000001
5226,2016-01-11,91.31
5227,2016-01-12,91.428
5228,2016-01-13,90.417
5229,2016-01-14,90.98299999999999
5230,2016-01-15,90.059
5231,2016-01-19,89.836
5232,2016-01-20,88.242
5233,2016-01-21,87.925
5234,2016-01-22,88.34100000000001
5235,2016-01-25,88.604
5236,2016-01-26,88.594
5237,2016-01-27,87.545
5238,2016-01-28,84.73899999999999
5239,2016-01-29,86.943
5240,2016-02-01,86.4
5241,2016-02-02,85.564
5242,2016-02-03,85.41799999999999
5243,2016-02-04,81.934
5244,2016-02-05,82.225
5245,2016-02-08,81.17699999999999
5246,2016-02-09,82.274
5247,2016-02-10,83.09899999999999
5248,2016-02-11,82.07799999999999
5249,2016-02-12,83.10700000000001
5250,2016-02-16,83.10700000000001
5251,2016-02-17,84.934
5252,2016-02-18,84.484
5253,2016-02-19,84.632
5254,2016-02-22,85.46799999999999
5255,2016-02-23,85.12899999999999
5256,2016-02-24,84.866
5257,2016-02-25,85.37299999999999
5258,2016-02-26,85.31299999999999
5259,2016-02-29,84.417
5260,2016-03-01,85.206
5261,2016-03-02,85.40299999999999
5262,2016-03-03,85.976
5263,2016-03-04,85.76100000000001
5264,2016-03-07,85.86
5265,2016-03-08,85.587
5266,2016-03-09,85.34299999999999
5267,2016-03-10,83.98700000000001
5268,2016-03-11,87.273
5269,2016-03-14,85.72200000000001
5270,2016-03-15,84.10600000000001
5271,2016-03-16,84.85600000000001
5272,2016-03-17,83.696
5273,2016-03-18,85.25399999999999
5274,2016-03-21,84.914
5275,2016-03-22,84.943
5276,2016-03-23,85.05
5277,2016-03-24,83.979
5278,2016-03-28,84.28
5279,2016-03-29,84.22200000000001
5280,2016-03-30,84.875
5281,2016-03-31,84.34899999999999
5282,2016-04-01,84.31
5283,2016-04-04,84.943
5284,2016-04-05,83.51100000000001
5285,2016-04-06,85.31299999999999
5286,2016-04-07,84.456
5287,2016-04-08,83.139
5288,2016-04-11,82.292
5289,2016-04-12,82.741
5290,2016-04-13,83.00399999999999
5291,2016-04-14,84.494
5292,2016-04-15,85.59700000000001
5293,2016-04-18,86.406
5294,2016-04-19,87.213
5295,2016-04-20,89.522
5296,2016-04-21,89.49600000000001
5297,2016-04-22,89.552
5298,2016-04-25,89.182
5299,2016-04-26,88.958
5300,2016-04-27,88.335
5301,2016-04-28,84.22200000000001
5302,2016-04-29,82.935
5303,2016-05-02,83.06299999999999
5304,2016-05-03,83.306
5305,2016-05-04,82.146
5306,2016-05-05,76.017
5307,2016-05-06,74.575
5308,2016-05-09,75.402
5309,2016-05-10,74.729
5310,2016-05-11,73.833
5311,2016-05-12,72.87899999999999
5312,2016-05-13,71.788
5313,2016-05-16,72.694
5314,2016-05-17,72.635
5315,2016-05-18,73.238
5316,2016-05-19,73.473
5317,2016-05-20,73.248
5318,2016-05-23,72.387
5319,2016-05-24,72.778
5320,2016-05-25,72.485
5321,2016-05-26,72.142
5322,2016-05-27,72.476
5323,2016-05-31,73.404
5324,2016-06-01,74.051
5325,2016-06-02,75.461
5326,2016-06-03,74.931
5327,2016-06-06,74.846
5328,2016-06-07,74.62
5329,2016-06-08,74.648
5330,2016-06-09,74.571
5331,2016-06-10,74.855
5332,2016-06-13,74.806
5333,2016-06-14,73.92399999999999
5334,2016-06-15,74.521
5335,2016-06-16,74.403
5336,2016-06-17,74.111
5337,2016-06-20,74.766
5338,2016-06-21,74.961
5339,2016-06-22,75.51
5340,2016-06-23,75.921
5341,2016-06-24,73.85600000000001
5342,2016-06-27,72.298
5343,2016-06-28,73.738
5344,2016-06-29,75.637
5345,2016-06-30,77.654
5346,2016-07-01,78.476
5347,2016-07-05,78.672
5348,2016-07-06,79.486
5349,2016-07-07,79.29
5350,2016-07-08,80.2
5351,2016-07-11,80.454
5352,2016-07-12,82.412
5353,2016-07-13,83.145
5354,2016-07-14,84.145
5355,2016-07-15,83.75399999999999
5356,2016-07-18,84.223
5357,2016-07-19,84.116
5358,2016-07-20,84.821
5359,2016-07-21,84.006
5360,2016-07-22,84.056
5361,2016-07-25,83.615
5362,2016-07-26,83.91
5363,2016-07-27,83.625
5364,2016-07-28,83.039
5365,2016-07-29,83.4
5366,2016-08-01,83.744
5367,2016-08-02,87.551
5368,2016-08-03,88.001
5369,2016-08-04,87.111
5370,2016-08-05,87.473
5371,2016-08-08,86.80799999999999
5372,2016-08-09,86.758
5373,2016-08-10,86.054
5374,2016-08-11,87.08200000000001
5375,2016-08-12,87.04299999999999
5376,2016-08-15,87.51299999999999
5377,2016-08-16,87.581
5378,2016-08-17,87.072
5379,2016-08-18,87.435
5380,2016-08-19,87.31700000000001
5381,2016-08-22,87.219
5382,2016-08-23,87.455
5383,2016-08-24,86.865
5384,2016-08-25,84.03399999999999
5385,2016-08-26,84.27
5386,2016-08-29,84.822
5387,2016-08-30,84.556
5388,2016-08-31,85.469
5389,2016-09-01,85.647
5390,2016-09-02,85.932
5391,2016-09-06,86.118
5392,2016-09-07,86.236
5393,2016-09-08,85.764
5394,2016-09-09,83.838
5395,2016-09-12,85.45100000000001
5396,2016-09-13,83.77799999999999
5397,2016-09-14,82.404
5398,2016-09-15,82.74799999999999
5399,2016-09-16,82.65899999999999
5400,2016-09-19,81.824
5401,2016-09-20,80.665
5402,2016-09-21,81.58800000000001
5403,2016-09-22,82.148
5404,2016-09-23,81.893
5405,2016-09-26,81.293
5406,2016-09-27,81.814
5407,2016-09-28,81.765
5408,2016-09-29,79.848
5409,2016-09-30,79.38600000000001
5410,2016-10-03,78.738
5411,2016-10-04,79.14
5412,2016-10-05,78.65
5413,2016-10-06,78.758
5414,2016-10-07,78.021
5415,2016-10-10,78.266
5416,2016-10-11,78.237
5417,2016-10-12,79.22
5418,2016-10-13,78.994
5419,2016-10-14,78.414
5420,2016-10-17,78.365
5421,2016-10-18,79.692
5422,2016-10-19,78.964
5423,2016-10-20,79.346
5424,2016-10-21,78.64
5425,2016-10-24,78.66
5426,2016-10-25,79.00399999999999
5427,2016-10-26,78.002
5428,2016-10-27,78.12899999999999
5429,2016-10-28,67.94800000000001
5430,2016-10-31,69.108
5431,2016-11-01,68.586
5432,2016-11-02,74.649
5433,2016-11-03,71.07300000000001
5434,2016-11-04,69.25399999999999
5435,2016-11-07,70.689
5436,2016-11-08,67.83800000000001
5437,2016-11-09,74.306
5438,2016-11-10,78.218
5439,2016-11-11,77.56
5440,2016-11-14,79.928
5441,2016-11-15,78.158
5442,2016-11-16,77.5
5443,2016-11-17,79.143
5444,2016-11-18,78.206
5445,2016-11-21,77.455
5446,2016-11-22,77.416
5447,2016-11-23,77.702
5448,2016-11-25,77.57300000000001
5449,2016-11-28,78.048
5450,2016-11-29,76.646
5451,2016-11-30,77.001
5452,2016-12-01,76.814
5453,2016-12-02,77.801
5454,2016-12-05,78.532
5455,2016-12-06,77.87
5456,2016-12-07,75.411
5457,2016-12-08,75.905
5458,2016-12-09,77.9
5459,2016-12-12,77.08
5460,2016-12-13,78.038
5461,2016-12-14,76.07300000000001
5462,2016-12-15,75.69800000000001
5463,2016-12-16,76.399
5464,2016-12-19,77.426
5465,2016-12-20,78.295
5466,2016-12-21,77.85
5467,2016-12-22,76.824
5468,2016-12-23,77.565
5469,2016-12-27,77.82
5470,2016-12-28,77.35600000000001
5471,2016-12-29,78.334
5472,2016-12-30,77.199
5473,2017-01-03,81.562
