,emir,bgdes,bgblng,bgrsi,bgema,bgsma,blngbnd,ema,sma,desindic,downBand,upBand,sigma,bho20,rsi,uho21,uho5,bho21,bho5,Date,Close
432,sat,"[0, 0.29198966408268573, 0.3540051679586571]","[0, 0.7717940986357429, 0.22820590136425709]","[0, 0.12906976744186183, 1]","[0, 0.8754250727401592, 0.062287463629920374]","[0, 0.8754250727401592, 0.062287463629920374]",61.410295068212854,0.034275930225327045,0.034275930225327045,67.70025839793286,33.145838423562964,37.25616157643704,0.9786483697319216,35.201,61.773255813953455,35.47295786607096,35.50723379629629,35.099047619047624,35.204,2006-12-05,35.67
433,al,"[0, 0.5297157622739042, 0.23514211886304792]","[0, 0.9411452700339429, 0.05885472996605714]","[0, 0.3050243111831435, 0.7374392220421413]","[0, 0.7822197707591635, 0.10889011462041827]","[0, 0.7822197707591635, 0.10889011462041827]",52.94273649830286,0.05992072486901634,0.05992072486901634,61.757105943152396,33.37103640070537,37.27896359929464,0.9304588568069666,35.325,57.37439222042141,35.57920607554251,35.639126800411525,35.21666666666665,35.36,2006-12-06,35.44
434,al,"[0, 0.5710594315245487, 0.21447028423772566]","[0.004211908729104863, 0.9957880912708952, 0]","[0, 0.7039999999999992, 0]","[0.08045134671758429, 0.8390973065648314, 0]","[0.08045134671758429, 0.8390973065648314, 0]",49.78940456354476,-0.034750971870053604,-0.034750971870053604,60.72351421188628,33.50862360926428,37.307376390735705,0.9044649479693856,35.40799999999999,47.40000000000002,35.50414397598527,35.46939300411522,35.34142857142857,35.504,2006-12-07,35.4
435,al,"[0, 0.9328165374677028, 0.03359173126614863]","[0.2145566725910254, 0.7854433274089746, 0]","[0, 0.8857142857142858, 0]","[0.09312845510518164, 0.8137430897896367, 0]","[0.09312845510518164, 0.8137430897896367, 0]",39.27216637044873,-0.04022685083224786,-0.04022685083224786,51.67958656330743,33.56372606091868,37.34827393908131,0.9010828281339596,35.456,37.142857142857146,35.447987910503024,35.407761059670776,35.409523809523805,35.51000000000001,2006-12-08,35.05
436,al,"[0, 0.7777777777777743, 0.11111111111111285]","[0.13267772930964072, 0.8673222706903593, 0]","[0, 0.9981042654028439, 0]","[0.29529920693381834, 0.4094015861323633, 0]","[0.29529920693381834, 0.4094015861323633, 0]",43.366113534517964,-0.12755453888708246,-0.12755453888708246,55.55555555555564,33.653985321533824,37.21901467846617,0.8488165135553213,35.43649999999999,40.0473933649289,35.233386586212184,35.1058320473251,35.45333333333333,35.49,2006-12-11,35.2
437,al,"[0.29715762273901913, 0.4056847545219617, 0]","[0.6801516501546127, 0.31984834984538735, 0]","[0.4035989717223615, 0.43856041131105544, 0]","[0.08076471194710687, 0.8384705761057862, 0]","[0.08076471194710687, 0.8384705761057862, 0]",15.992417492269366,-0.034886330030239776,-0.034886330030239776,35.14211886304904,33.904470128822545,37.06552987117745,0.7526332719892629,35.485,25.964010282776385,35.21538401521542,35.18049768518518,35.418095238095226,35.41799999999999,2006-12-12,34.41
438,al,"[0.03359173126614863, 0.9328165374677028, 0]","[0.44156430654282575, 0.5584356934571743, 0]","[0, 0.6540540540540598, 0]","[0.5707017237253099, 0, 0]","[0.5707017237253099, 0, 0]",27.921784672858713,-0.2465146993373395,-0.2465146993373395,48.32041343669257,34.11566619000644,36.99633380999353,0.6858732428540704,35.556,31.351351351351497,34.781108320736514,34.534593621399175,35.47142857142857,35.352,2006-12-13,34.92
439,al,"[0.15245478036175783, 0.6950904392764844, 0]","[0.6407569480576646, 0.35924305194233547, 0]","[0.2576832151300149, 0.49692671394799404, 0]","[0.00933742059724489, 0.9813251588055102, 0]","[0.00933742059724489, 0.9813251588055102, 0]",17.962152597116773,-0.004033300295802178,-0.004033300295802178,42.37726098191211,34.18709321362945,36.98690678637056,0.6666222792240709,35.586999999999996,27.42316784869985,34.85600089288839,34.85196759259259,35.50142857142857,35.1,2006-12-14,34.69
440,al,"[0, 0.9431524547803619, 0.028423772609819053]","[0.3868989463702889, 0.6131010536297111, 0]","[0, 0.9829383886255977, 0]","[0.12337009749988478, 0.7532598050002304, 0]","[0.12337009749988478, 0.7532598050002304, 0]",30.655052681485557,-0.05328973302179918,-0.05328973302179918,51.42118863049095,34.149424320297506,37.054575679702495,0.6917027046202349,35.602,39.57345971563994,34.76649060750739,34.713200874485594,35.555238095238096,34.996,2006-12-15,35.04
441,kuvvetli al,"[0.5245478036175706, 0, 0]","[0.0, 0, 0]","[0, 0.63529411764706, 0]","[0, 0.7535605873936094, 0.12321970630319529]","[0, 0.7535605873936094, 0.12321970630319529]",-7.348801482979566,0.06780610109166219,0.06780610109166219,23.77260981912147,34.17118325108681,36.90881674891319,0.6518174994824698,35.54,49.1176470588235,34.91397116228282,34.98177726337448,35.55857142857142,34.854,2006-12-18,33.97
442,kuvvetli al,"[0.343669250645994, 0.312661498708012, 0]","[0.7714381958703319, 0.228561804129668, 0]","[0, 0.5492957746478896, 0.12676056338027591]","[0.6253264330033483, 0, 0]","[0.6253264330033483, 0, 0]",11.4280902064834,-0.270109851102724,-0.270109851102724,32.8165374677003,33.98179623875161,36.94120376124839,0.7046208386897098,35.4615,51.26760563380276,34.40496710418914,34.134857253086416,35.516190476190474,34.852,2006-12-19,34.32
443,al,"[0.4832041343669256, 0.03359173126614877, 0]","[0.9721327568854709, 0.02786724311452919, 0]","[0, 0.7076923076923157, 0]","[0.17061288353098306, 0.6587742329380338, 0]","[0.17061288353098306, 0.6587742329380338, 0]",1.3933621557264595,-0.073696261879455,-0.073696261879455,25.83979328165372,34.01279141783212,36.68320858216787,0.6358136105561292,35.34799999999999,32.69230769230789,34.35915150879303,34.28545524691358,35.390476190476186,34.606,2006-12-20,34.05
444,al,"[0.493540051679585, 0.012919896640830047, 0]","[0.9407924845618847, 0.05920751543811538, 0]","[0, 0.8660633484162941, 0]","[0.24760243006290536, 0.5047951398741893, 0]","[0.24760243006290536, 0.5047951398741893, 0]",2.9603757719057686,-0.10695190861475368,-0.10695190861475368,25.32299741602075,33.955234810550984,36.48076518944902,0.6013167568804844,35.218,36.65158371040735,34.1924521658164,34.085500257201645,35.299047619047606,34.588,2006-12-21,34.03
445,al,"[0.343669250645994, 0.312661498708012, 0]","[0.6418138842122414, 0.3581861157877586, 0]","[0, 0.8086956521739177, 0]","[0.16048842941524755, 0.6790231411695049, 0]","[0.16048842941524755, 0.6790231411695049, 0]",17.90930578938793,-0.06932300233153654,-0.06932300233153654,32.8165374677003,33.88943812664721,36.29356187335279,0.5724104158822814,35.0915,35.21739130434794,34.10485540973893,34.035532407407395,35.16238095238095,34.414,2006-12-22,34.32
446,al,"[0.8471337579617823, 0, 0]","[0.8198648260468407, 0.18013517395315928, 0]","[0, 0.7333333333333372, 0]","[0, 0.8256585575653593, 0.08717072121732038]","[0, 0.8256585575653593, 0.08717072121732038]",9.006758697657965,0.047968842910165684,0.047968842910165684,7.643312101910889,33.80973440987293,36.14426559012709,0.555840757203375,34.977000000000004,33.33333333333343,34.2208647476248,34.26883359053497,35.040952380952376,34.282,2006-12-26,34.02
447,al,"[0.012738853503186646, 0.9745222929936267, 0]","[0, 0.6550007239803393, 0.3449992760196608]","[0, 0.8193548387096803, 0]","[0.12668946598818503, 0.7466210680236299, 0]","[0.12668946598818503, 0.7466210680236299, 0]",67.24996380098304,-0.054723534762473484,-0.054723534762473484,49.36305732484067,33.66531624330811,36.14068375669189,0.5893732174723281,34.903,35.48387096774201,34.11255532488594,34.057831790123466,34.94571428571429,34.138000000000005,2006-12-27,35.33
448,sat,"[0, 0.5159235668789868, 0.24203821656050664]","[0, 0.31269487101296534, 0.6873051289870347]","[0, 0.7983050847457679, 0]","[0, 0, 0.6274433288363933]","[0, 0, 0.6274433288363933]",84.36525644935173,0.3452733906026708,0.3452733906026708,62.10191082802533,33.6101438874352,36.1228561125648,0.5982648155070495,34.8665,34.9576271186442,34.76902059087881,35.11429398148148,34.86095238095238,34.148,2006-12-28,35.73
449,al,"[0.1974522292993646, 0.6050955414012708, 0]","[0, 0.8807624352881654, 0.11923756471183453]","[0, 0.6233722871452423, 0]","[0, 0, 0.611568186880672]","[0, 0, 0.611568186880672]",55.961878235591726,0.3365375194292284,0.3365375194292284,40.12738853503177,33.58976739783403,36.18123260216597,0.6170155248409367,34.8855,49.41569282136894,35.287195762463774,35.623733281893,34.88857142857143,34.35,2006-12-29,35.04
450,al,"[0.273885350318471, 0.45222929936305806, 0]","[0, 0.985364304098016, 0.014635695901984037]","[0, 0.374834437086094, 0.562913907284765]","[0.04690808444311928, 0.9061838311137614, 0]","[0.04690808444311928, 0.9061838311137614, 0]",50.7317847950992,-0.020261954454078083,-0.020261954454078083,36.30573248407645,33.637467177516434,36.16553282248358,0.6019203916588443,34.90150000000001,55.62913907284765,35.15390392976271,35.133641975308635,34.925714285714285,34.68599999999999,2007-01-03,34.92
451,al,"[0.22683706070287543, 0.5463258785942492, 0]","[0, 0.9017674332099493, 0.0982325667900507]","[0, 0.6486322188449856, 0]","[0.17559954111600057, 0.6488009177679989, 0]","[0.17559954111600057, 0.6488009177679989, 0]",54.911628339502535,-0.07585024940772911,-0.07585024940772911,38.65814696485623,33.64163931346545,36.11536068653457,0.58898127930217,34.8785,48.78419452887536,35.02777926175341,34.95192901234568,34.90809523809524,34.888000000000005,2007-01-04,35.0
452,kuvvetli al,"[1.0, 0, 0]","[0.0, 0, 0]","[0, 0.4274111675126889, 0.43147208121827774]","[0.05662207145495587, 0.8867558570900883, 0]","[0.05662207145495587, 0.8867558570900883, 0]",-20.94276443941025,-0.024457912671898896,-0.024457912671898896,0.0,33.660079793065584,36.047920206934414,0.5685334318735306,34.854,54.31472081218278,35.012800248062845,34.988342335390946,34.880476190476195,35.008,2007-01-05,33.16
453,kuvvetli al,"[1.0, 0, 0]","[0.0, 0, 0]","[0, 0.5708029197080297, 0.07299270072992599]","[1.0, 0, 0]","[1.0, 0, 0]",-34.480065934098896,-0.5528037907740639,-0.5528037907740639,0.0,33.473630318018195,36.181369681981785,0.6446998485627572,34.82749999999999,50.72992700729926,34.01374129077406,33.46093749999999,34.86095238095238,35.20399999999999,2007-01-08,32.54
454,kuvvetli al,"[1.0, 0, 0]","[0.5311182321511384, 0, 0]","[0, 0.9684062059238354, 0]","[0.9576930988656375, 0, 0]","[0.9576930988656375, 0, 0]",-16.1670742707256,-0.5294163754510848,-0.5294163754510848,0.0,33.060700287160074,36.34329971283992,0.7815712918285358,34.70199999999999,39.210155148095886,33.21907686927824,32.689660493827155,34.74809523809523,34.77,2007-01-09,32.53
455,kuvvetli al,"[0.8587699316628691, 0, 0]","[0.9329612792009003, 0.06703872079909964, 0]","[0, 0.720652173913042, 0]","[0.533029763834079, 0, 0]","[0.533029763834079, 0, 0]",3.3519360399549822,-0.2946608740428829,-0.2946608740428829,7.061503416856543,32.716623514632204,36.39737648536778,0.8763697549370475,34.556999999999995,33.01630434782605,32.847515812314484,32.5528549382716,34.59904761904761,34.132,2007-01-10,32.84
456,al,"[0.8405466970387238, 0, 0]","[0.7855388527706801, 0.2144611472293199, 0]","[0, 0.9428571428571425, 0]","[0.09960670237265136, 0.8007865952546973, 0]","[0.09960670237265136, 0.8007865952546973, 0]",10.723057361465994,-0.05506296265810562,-0.05506296265810562,7.972665148063812,32.46133685161953,36.36566314838045,0.9296014992287934,34.41349999999999,38.57142857142856,32.843463168419426,32.78840020576132,34.460476190476186,33.63,2007-01-11,32.88
457,al,"[0.22962962962962777, 0.5407407407407444, 0]","[0.10608022926900602, 0.8939197707309939, 0]","[0, 0.9271565495207668, 0]","[0.003946953481108696, 0.9921060930377826, 0]","[0.003946953481108696, 0.9921060930377826, 0]",44.6959885365497,-0.002181890846365775,-0.002181890846365775,38.51851851851861,32.2950857876367,36.31091421236329,0.9561496249349036,34.303000000000004,38.17891373801917,32.86316440113444,32.860982510288075,34.33857142857143,33.214,2007-01-12,34.09
458,kuvvetli al,"[0.7519788918205811, 0, 0]","[0.591935464440459, 0.408064535559541, 0]","[0, 0.9880597014925369, 0]","[0, 0, 0]","[0, 0, 0]",20.40322677797705,0.35691668178179725,0.35691668178179725,12.401055408970947,32.181713830633484,36.19228616936649,0.954898175888816,34.187,40.29850746268658,33.524693400522736,33.88161008230453,34.23523809523809,32.79,2007-01-16,33.0
459,al,"[0.9388379204892956, 0, 0]","[0.7549521913129579, 0.24504780868704212, 0]","[0, 0.5833795013850414, 0.04155124653739648]","[0.1778618418528659, 0.6442763162942683, 0]","[0.1778618418528659, 0.6442763162942683, 0]",12.252390434352105,-0.09832270041032133,-0.09832270041032133,3.058103975535216,32.129811143630164,36.21218885636984,0.9719946935094476,34.171,50.415512465373965,33.24177048847616,33.14344778806584,34.182380952380946,32.976,2007-01-17,32.63
460,kuvvetli al,"[1.0, 0, 0]","[0.8730927337186494, 0.1269072662813507, 0]","[0, 0.9291770573566089, 0]","[0.36144066060756797, 0.2771186787848641, 0]","[0.36144066060756797, 0.2771186787848641, 0]",6.345363314067535,-0.19980576732374544,-0.19980576732374544,0.0,31.95036887164409,36.199631128355925,1.011729108740913,34.075,41.77057356608478,32.911894244690004,32.71208847736626,34.11523809523809,33.068000000000005,2007-01-18,32.22
461,kuvvetli al,"[0.971509971509969, 0, 0]","[0.7712917156625297, 0.22870828433747015, 0]","[0, 0.9436341161928311, 0]","[0.4347268386188723, 0.1305463227622554, 0]","[0.4347268386188723, 0.1305463227622554, 0]",11.435414216873507,-0.2403186443397373,-0.2403186443397373,1.4245014245015468,31.765312224884976,36.17868777511503,1.0508037024357264,33.972,41.40914709517922,32.538814014710105,32.29849537037037,34.00619047619048,33.088,2007-01-19,32.27
462,al,"[1.0, 0, 0]","[0.7881542291848634, 0.21184577081513647, 0]","[0.162726008344924, 0.5349095966620304, 0]","[0.22185035177244028, 0.5562992964551193, 0]","[0.22185035177244028, 0.5562992964551193, 0]",10.592288540756824,-0.12263971544436456,-0.12263971544436456,0.0,31.50785063126073,36.15414936873928,1.1062616041615578,33.830999999999996,28.37273991655076,32.39386528128799,32.27122556584362,33.88857142857143,32.964,2007-01-22,32.0
463,kuvvetli al,"[0.7908847184986592, 0, 0]","[0.555175581610703, 0.44482441838929704, 0]","[0.5292397660818644, 0.38830409356725426, 0]","[0.25313867189064126, 0.4937226562187174, 0]","[0.25313867189064126, 0.4937226562187174, 0]",22.24122091946485,-0.1399360174126585,-0.1399360174126585,10.455764075067046,31.30352946470393,36.18847053529607,1.1630812072838423,33.746,24.70760233918136,32.181486943338584,32.041550925925925,33.756666666666675,32.842,2007-01-23,32.39
464,al,"[0.6621983914209099, 0, 0]","[0.40001201536241526, 0.5999879846375847, 0]","[0.36760124610591516, 0.4529595015576339, 0]","[0, 0.8068558901102519, 0.096572054944874]","[0, 0.8068558901102519, 0.096572054944874]",29.999399231879238,0.034468177403773836,0.034468177403773836,16.890080428954505,31.130075093759398,36.12992490624061,1.1904404315431454,33.63,26.323987538940848,32.293920454283466,32.32838863168724,33.66285714285715,32.424,2007-01-24,32.63
465,al,"[1.0, 0, 0]","[0.7121144137594507, 0.2878855862405493, 0]","[0, 0.643647234678626, 0]","[0, 0.43351064328671257, 0.28324467835664374]","[0, 0.43351064328671257, 0.28324467835664374]",14.394279312027464,0.10109475073140572,0.10109475073140572,0.0,31.023529100832075,36.07047089916793,1.201652809127582,33.547000000000004,31.091180866965647,32.475139817169826,32.57623456790123,33.570952380952384,32.302,2007-01-25,31.75
466,kuvvetli al,"[0.9145728643216071, 0, 0]","[0.596268669328855, 0.403731330671145, 0]","[0, 0.7080291970802943, 0]","[0.3615753493868678, 0.27684930122626433, 0]","[0.3615753493868678, 0.27684930122626433, 0]",20.186566533557247,-0.19988022379151715,-0.19988022379151715,4.271356783919644,30.86576100642263,36.08823899357736,1.2434471397987459,33.477,32.70072992700736,32.08413305300962,31.884252829218106,33.50333333333334,32.302,2007-01-26,31.92
467,al,"[0.6934673366834171, 0, 0]","[0.37003096390097245, 0.6299690360990275, 0]","[0, 0.9212224108658762, 0]","[0.15384498057619914, 0.6923100388476017, 0]","[0.15384498057619914, 0.6923100388476017, 0]",31.498451804951376,-0.08504608845408512,-0.08504608845408512,15.326633165829143,30.677101937581238,36.019898062418775,1.272094315437507,33.3485,38.030560271646905,31.99562993619071,31.910583847736625,33.39476190476189,32.20800000000001,2007-01-29,32.36
468,al,"[0.7185929648241192, 0, 0]","[0.374760375025245, 0.625239624974755, 0]","[0, 0.8279411764705867, 0]","[0, 0.49812397659732655, 0.2509380117013367]","[0, 0.49812397659732655, 0.2509380117013367]",31.26198124873775,0.08956396246936292,0.08956396246936292,14.070351758794038,30.752574965737466,35.734425034262536,1.1861547782202524,33.2435,44.30147058823533,32.192103990205524,32.28166795267489,33.28047619047619,32.138000000000005,2007-01-30,32.31
469,al,"[0.6884422110552774, 0, 0]","[0.3380169108808774, 0.6619830891191226, 0]","[0, 0.657921635434413, 0]","[0, 0.7415000425443259, 0.12924997872783703]","[0, 0.7415000425443259, 0.12924997872783703]",33.09915445595613,0.046131473527907474,0.046131473527907474,15.577889447236128,30.950136898001226,35.23986310199877,1.0213633819041767,33.095,48.55195911413968,32.25567536803588,32.30180684156379,33.20142857142857,32.21,2007-01-31,32.37
470,al,"[0.6733668341708546, 0, 0]","[0.2781220488196925, 0.7218779511803075, 0]","[0, 0.7889483065953655, 0]","[0, 0.7880928413131316, 0.1059535793434342]","[0, 0.7880928413131316, 0.1059535793434342]",36.093897559015375,0.03781659996216291,0.03781659996216291,16.331658291457266,31.03993506439429,34.808064935605714,0.8971737788598619,32.924,45.27629233511586,32.31732100291849,32.35513760288065,33.05761904761905,32.194,2007-02-01,32.4
471,al,"[0.3015075376884414, 0.3969849246231172, 0]","[0, 0.7771149427769718, 0.22288505722302815]","[0, 0.7811722912966271, 0]","[0, 0.8474851040068612, 0.07625744799656942]","[0, 0.8474851040068612, 0.07625744799656942]",61.14425286115141,0.027217555300083518,0.027217555300083518,34.92462311557793,31.2224271809672,34.3585728190328,0.7467013423965717,32.7905,45.47069271758432,32.36190281507028,32.389120370370364,32.897619047619045,32.141999999999996,2007-02-02,33.14
472,al,"[0.3668341708542718, 0.2663316582914564, 0]","[0, 0.685277675056528, 0.31472232494347196]","[0, 0.6404494382022464, 0]","[0, 0, 0.6443172938576346]","[0, 0, 0.6443172938576346]",65.7361162471736,0.2299675905382941,0.2299675905382941,31.65829145728641,31.566706889638173,33.762293110361824,0.5227586239818228,32.6645,31.01123595505616,32.78146502263042,33.011432613168715,32.771904761904764,32.27200000000001,2007-02-05,33.01
473,al,"[0.2713567839195959, 0.4572864321608083, 0]","[0, 0.41873608387779454, 0.5812639161222054]","[0, 0.5317073170731706, 0.1707317073170735]","[0, 0.4280112348167199, 0.28599438259164006]","[0, 0.4280112348167199, 0.28599438259164006]",79.06319580611027,0.10207616604284198,0.10207616604284198,36.43216080402021,31.490235564744967,33.65276443525503,0.5148878263119172,32.5715,51.707317073170735,32.904694667290485,33.00677083333333,32.68714285714285,32.516,2007-02-06,33.2
474,kuvvetli al,"[0, 0.18592964824120656, 0.4070351758793967]","[0, 0, 0]","[0, 0.4031088082901587, 0.4922279792746032]","[0, 0.437377786327125, 0.2813111068364375]","[0, 0.437377786327125, 0.2813111068364375]",138.53976464088308,0.10040462680042593,0.10040462680042593,70.35175879396984,31.44247002527328,33.68552997472673,0.5340618927270121,32.564,54.92227979274603,33.06392793492797,33.16433256172839,32.59238095238095,32.646,2007-02-07,34.55
475,kuvvetli al,"[0, 0.31658291457286053, 0.3417085427135697]","[0, 0, 0.6632432227355854]","[0, 0.061538461538461604, 1]","[0, 0, 0]","[0, 0, 0]",112.97852693699282,0.4503451164039163,0.4503451164039163,67.08542713567849,31.149681295782113,34.04431870421789,0.6891993829608991,32.597,63.46153846153846,33.865241303349165,34.31558641975308,32.59428571428572,32.824,2007-02-08,34.42
476,sat,"[0.41206030150753636, 0.17587939698492733, 0]","[0, 0.8661128445861607, 0.1338871554138393]","[0, 0, 1]","[0, 0, 0.5212660494629265]","[0, 0, 0.5212660494629265]",56.694357770691965,0.2347496197227912,0.2347496197227912,29.396984924623183,31.039887245913853,34.35611275408615,0.7895775019457858,32.698,73.076923076923,34.1643758946805,34.39912551440329,32.69,33.260000000000005,2007-02-09,32.92
477,al,"[0.39698492462311363, 0.2060301507537727, 0]","[0, 0.8957074716682922, 0.10429252833170778]","[0, 0, 1]","[0.5977156907337945, 0, 0]","[0.5977156907337945, 0, 0]",55.21462641658539,-0.3304194996427796,-0.3304194996427796,30.150753768844318,31.118204276400622,34.43579572359938,0.7899027255235127,32.777,75.20833333333337,33.4933888926469,33.16296939300412,32.78,33.664,2007-02-12,32.95
478,al,"[0.0804020100502514, 0.8391959798994972, 0]","[0, 0.4768597261783941, 0.5231402738216059]","[0, 0.4206429780033835, 0.4483925549915412]","[0.3951271266641626, 0.2097457466716748, 0]","[0.3951271266641626, 0.2097457466716748, 0]",76.1570136910803,-0.2184277734576128,-0.2184277734576128,45.97989949748743,31.247861909352533,34.310138090647456,0.7291133764987949,32.779,54.48392554991541,33.200385077984365,32.98195730452675,32.783809523809516,33.620000000000005,2007-02-13,33.58
479,al,"[0.12060301507537631, 0.7587939698492474, 0]","[0, 0.5072997252533361, 0.49270027474666395]","[0, 0.4877192982456143, 0.28070175438596434]","[0, 0.681627001041981, 0.1591864994790095]","[0, 0.681627001041981, 0.1591864994790095]",74.6350137373332,0.0716888626378065,0.0716888626378065,43.969849246231185,31.142946689343663,34.30105331065633,0.7519301479315885,32.721999999999994,52.807017543859644,33.405079398679064,33.47676826131687,32.787142857142854,33.608000000000004,2007-02-14,33.5
480,al,"[0.09547738693467409, 0.8090452261306518, 0]","[0, 0.5055676375671132, 0.4944323624328868]","[0, 0, 1]","[0, 0.8393972340614085, 0.08030138296929577]","[0, 0.8393972340614085, 0.08030138296929577]",74.72161812164434,0.03616333566070296,0.03616333566070296,45.226130653266296,31.13500545613871,34.366994543861296,0.7695212113625209,32.751000000000005,66.7889908256881,33.45626207586192,33.492425411522625,32.76285714285714,33.684000000000005,2007-02-15,33.55
481,sat,"[0, 0.8894472361809016, 0.05527638190954917]","[0, 0.3512177716867353, 0.6487822283132647]","[0, 0.010447761194028545, 1]","[0, 0.867175199934352, 0.066412400032824]","[0, 0.867175199934352, 0.066412400032824]",82.43911141566323,0.02990850002344558,0.02990850002344558,52.76381909547746,31.16760586829092,34.42139413170909,0.7747114912900422,32.794500000000006,64.73880597014929,33.506807034955976,33.53671553497942,32.78666666666667,33.474000000000004,2007-02-16,33.85
482,sat,"[0, 0.6884422110552774, 0.15577889447236132]","[0, 0.28479442864845, 0.71520557135155]","[0, 0.1211267605633796, 1]","[0, 0.5452558298315746, 0.2273720850842127]","[0, 0.5452558298315746, 0.2273720850842127]",85.7602785675775,0.10239590812425092,0.10239590812425092,57.788944723618066,31.19854091463089,34.52345908536912,0.7916471835091022,32.861000000000004,61.97183098591551,33.691862065126784,33.794257973251035,32.83047619047619,33.3,2007-02-20,34.05
483,al,"[0, 0.37386018237082397, 0.313069908814588]","[0, 0.4198879768066615, 0.5801120231933384]","[0, 0.009961685823753896, 1]","[0, 0.4720959423392131, 0.2639520288303935]","[0, 0.4720959423392131, 0.2639520288303935]",79.00560115966692,0.1188695071486734,0.1188695071486734,65.6534954407294,31.26790916026796,34.61209083973203,0.7962337332057315,32.94,64.75095785440615,33.88497565746038,34.003845164609054,32.90809523809524,33.486,2007-02-21,33.91
484,kuvvetli sat,"[0, 0, 0.655384615384614]","[0, 0.17145470613661046, 0.8285452938633895]","[0, 0, 1]","[0, 0.8953113746997511, 0.052344312650124444]","[0, 0.8953113746997511, 0.052344312650124444]",91.42726469316948,0.02357300557350328,0.02357300557350328,82.7692307692307,31.35580886754101,34.72919113245898,0.8031862535518991,33.0425,65.67164179104479,33.898469175496444,33.92204218106995,32.99285714285714,33.706,2007-02-22,34.44
485,kuvvetli sat,"[0, 0, 0.8461538461538456]","[0, 0.08175307456881825, 0.9182469254311818]","[0, 0.04789762340036532, 1]","[0, 0.2911547431020262, 0.3544226284489869]","[0, 0.2911547431020262, 0.3544226284489869]",95.91234627155909,0.15961249986504095,0.15961249986504095,92.30769230769228,31.34174479961215,34.895255200387844,0.8460739049465937,33.1185,63.80255941499087,34.19047109066993,34.35008359053497,33.08380952380952,33.772,2007-02-23,34.75
486,kuvvetli al,"[0, 0, 0]","[0, 0, 0.9281787243590031]","[0, 0.10570342205323185, 1]","[0, 0.16697688917085274, 0.41651155541457363]","[0, 0.16697688917085274, 0.41651155541457363]",102.76797505941201,0.1875739449067524,0.1875739449067524,100.0,31.44561984574481,34.97238015425519,0.8397048353596129,33.209,62.3574144486692,34.49217785550477,34.67975180041152,33.18142857142857,33.96,2007-02-26,35.07
487,sat,"[0.18674698795180647, 0.6265060240963871, 0]","[0.14493893391762738, 0.8550610660823726, 0]","[0, 0, 1]","[0, 0.12252895999910837, 0.4387355200004458]","[0, 0.12252895999910837, 0.4387355200004458]",42.75305330411863,0.1975823988251335,0.1975823988251335,40.66265060240968,31.572040533696818,35.145959466303175,0.8509330791919875,33.358999999999995,65.99264705882356,34.80374861969338,35.00133101851851,33.282380952380954,34.2,2007-02-27,33.1
488,al,"[0.24096385542168805, 0.518072289156624, 0]","[0.2965746463882394, 0.7034253536117606, 0]","[0, 0, 1]","[0.8535056951997261, 0, 0]","[0.8535056951997261, 0, 0]",35.17126768058803,-0.4718211837536614,-0.4718211837536614,37.9518072289156,31.808666892321092,35.2243331076789,0.8132538607994816,33.5165,66.78635547576303,33.88506063848617,33.41323945473251,33.440476190476176,34.444,2007-02-28,33.01
489,kuvvetli al,"[0.4819277108433739, 0.036144578313252254, 0]","[0.5828220782382182, 0.4171779217617818, 0]","[0, 0.9315024232633289, 0]","[0.6415398175386098, 0, 0]","[0.6415398175386098, 0, 0]",20.85889608808909,-0.33964168490884106,-0.33964168490884106,25.903614457831306,31.934652610326534,35.17234738967348,0.7708797093683224,33.55350000000001,38.28756058158322,33.41321421577304,33.0735725308642,33.49666666666667,34.254,2007-03-01,32.61
490,kuvvetli al,"[0.7108433734939779, 0, 0]","[0.8596011493624716, 0.14039885063752847, 0]","[0, 0.941463414634145, 0]","[0.6284950242683368, 0, 0]","[0.6284950242683368, 0, 0]",7.019942531876423,-0.2965372663335728,-0.2965372663335728,14.457831325301107,32.00811588696392,35.168884113036086,0.7525638633505146,33.5885,38.536585365853625,32.980108511189535,32.68357124485596,33.527619047619055,34.074,2007-03-02,32.23
491,kuvvetli al,"[0.8493975903614458, 0, 0]","[0.9928314662351618, 0.007168533764838047, 0]","[0, 0.7227722772277241, 0]","[0.5802348495563562, 0, 0]","[0.5802348495563562, 0, 0]",0.3584266882419024,-0.2737670935728076,-0.2737670935728076,7.530120481927709,31.98844392157097,35.21255607842904,0.7676457516328737,33.600500000000004,46.9306930693069,32.57563823554811,32.301871141975305,33.54190476190477,33.70799999999999,2007-03-05,32.0
492,kuvvetli al,"[0.6807228915662644, 0, 0]","[0.742240440665737, 0.2577595593342631, 0]","[0, 0.8666666666666691, 0]","[0.46350519838675086, 0.07298960322649828, 0]","[0.46350519838675086, 0.07298960322649828, 0]",12.887977966713155,-0.21869157137881245,-0.21869157137881245,15.96385542168678,31.82437871703241,35.359621282967595,0.8417244204607583,33.59200000000001,43.33333333333327,32.265245069321196,32.046553497942384,33.53523809523811,33.204,2007-03-06,32.28
